007;007-01;;
Epic+Device;epic_d-04;;
Epic (US);epic_us-01;8/16/88;
Epic (US);epic_us-02;07/12/88;
Epic (US);epic_us-03;;
Epic (US);epic_us-04;;
Epic (US);epic_us-05;;
Epic (US);epic_us-06;;
Epic (US);epic_us-07;;
Epic (US);epic_us-08;;
Epic (US);epic_us-09;;
Epic (US);epic_us-10;;
Epilogue;epilogue-01;;
Epyx Crackers;epyx-01;;
Equinoxe;equinoxe-01;;
Equinoxe;equinoxe-02;;
Equinoxe;equinoxe-03;;
Equinoxe;equinoxe-04;;
Equinoxe;equinoxe-05;;
Equinoxe;equinoxe-06;;
Equinoxe;equinoxe-07;;
Equinoxe;equinoxe-08;;
Equinoxe;equinoxe-09;;
Error-Soft;errorsoft-01;;
Yates;es-01;;
Eagle Soft Incorporated [ESI];esi-01;;
Eagle Soft Incorporated [ESI];esi-02;;
Eagle Soft Incorporated [ESI];esi-03;1987;
Eagle Soft Incorporated [ESI];esi-04;1/4/1987;
Eagle Soft Incorporated [ESI];esi-05;;
Eagle Soft Incorporated [ESI];esi-06;;
Eagle Soft Incorporated [ESI];esi-07;;
Eagle Soft Incorporated [ESI];esi-08;16/09/88;
Eagle Soft Incorporated [ESI];esi-09;;
Eagle Soft Incorporated [ESI];esi-10;;
Eagle Soft Incorporated [ESI];esi-11;;
Eagle Soft Incorporated [ESI];esi-12;;
Eagle Soft Incorporated [ESI];esi-13;;
Eagle Soft Incorporated [ESI];esi-14;;
Elysium;esm-01;;
Elysium;esm-02;;
Elysium;esm-03;;
Elysium;esm-04;;
Elysium;esm-05;;
Elysium;esm-06;;
Elysium;esm-07;;
Elysium;esm-08;;
Elysium;esm-09;;
Elysium;esm-10;;
Elysium;esm-11;;
Eternal;eternal-01;;
Eurasia;eurasia-01;;
Euratom;euratom-01;;
European Cracking Group [ECG];eurocg-01;;
Euroline;euroline-01;;
Eurosoft;eurosoft-01;;
Eurosoft;eurosoft-02;;
Event;event-01;;
Event;event-02;;
Exact;exact-01;;
Exact;exact-02;;
Exact;exact-03;;
Exact;exact-04;;
Exact;exact-05;;
Exact;exact-06;;
Exact;exact-07;;
Exact;exact-08;;
Exact;exact-09;;
Exact;exact-10;;
Exact;exact-11;;
Exact;exact-12;;
Exact;exact-13;;
Exact;exact-14;;
Exact;exact-15;;
Excalibur;exc-01;;
Excalibur;exc-02;;
Excalibur;exc-03;02-12-90;
Excalibur;exc-04;01-15-90;
Excalibur;exc-05;;
Excalibur;exc-06;;
Excess;excess-01;;
Excess;excess-02;;
Excess;excess-03;0-0-0;
Excess;excess-04;;
Excess;excess-05;;
Excess;excess-06;;
Excess;excess-07;;
Excess;excess-08;;
Excess;excess-09;;
Excess;excess-100;;
Excess;excess-101;;
Excess;excess-102;;
Excess;excess-103;;
Excess;excess-104;;
Excess;excess-105;;
Excess;excess-106;;
Excess;excess-107;;
Excess;excess-108;;
Excess;excess-109;;
Excess;excess-10;;
Excess;excess-110;;
Excess;excess-111;;
Excess;excess-112;;
Excess;excess-113;;
Excess;excess-114;;
Excess;excess-115;;
Excess;excess-116;;
Excess;excess-117;;
Excess;excess-118;;
Excess;excess-119;;
Excess;excess-11;;
Excess;excess-120;;
Excess;excess-121;;
Excess;excess-122;;
Excess;excess-123;;
Excess;excess-124;;
Excess;excess-125;;
Excess;excess-126;;
Excess;excess-127;;
Excess;excess-128;;
Excess;excess-129;;
Excess;excess-12;;
Excess;excess-130;;
Excess;excess-131;;
Excess;excess-132;;
Excess;excess-133;;
Excess;excess-134;;
Excess;excess-135;;
Excess;excess-136;;
Excess;excess-137;;
Excess;excess-138;;
Excess;excess-13;;
Excess;excess-14;;
Excess;excess-15;;
Excess;excess-16;;
Excess;excess-17;;
Excess;excess-18;;
Excess;excess-19;;
Excess;excess-20;;
Excess;excess-21;;
Excess;excess-22;;
Excess;excess-23;;
Excess;excess-24;;
Excess;excess-25;;
Excess;excess-26;;
Excess;excess-27;;
Excess;excess-28;;
Excess;excess-29;;
Excess;excess-30;;
Excess;excess-31;;
Excess;excess-32;;
Excess;excess-33;;
Excess;excess-34;;
Excess;excess-35;;
Excess;excess-36;;
Excess;excess-37;;
Excess;excess-38;;
Excess;excess-39;;
Excess;excess-40;;
Excess;excess-41;;
Excess;excess-42;;
Excess;excess-43;;
Excess;excess-44;;
Excess;excess-45;;
Excess;excess-46;;
Excess;excess-47;;
Excess;excess-48;;
Excess;excess-49;;
Excess;excess-50;;
Excess;excess-51;;
Excess;excess-52;;
Excess;excess-53;;
Excess;excess-54;;
Excess;excess-55;;
Excess;excess-56;;
Excess;excess-57;;
Excess;excess-58;;
Excess;excess-59;;
Excess;excess-60;;
Excess;excess-61;;
Excess;excess-62;;
Excess;excess-63;;
Excess;excess-64;;
Excess;excess-65;;
Excess;excess-66;;
Excess;excess-67;;
Excess;excess-68;;
Excess;excess-69;;
Excess;excess-70;;
Excess;excess-71;;
Excess;excess-72;;
Excess;excess-73;;
Excess;excess-74;;
Excess;excess-75;;
Excess;excess-76;;
Excess;excess-77;;
Excess;excess-78;;
Excess;excess-79;;
Excess;excess-80;;
Excess;excess-81;;
Excess;excess-82;;
Excess;excess-83;;
Excess;excess-84;;
Excess;excess-85;;
Excess;excess-86;;
Excess;excess-87;;
Excess;excess-88;;
Excess;excess-89;;
Excess;excess-90;;
Excess;excess-91;;
Excess;excess-92;;
Excess;excess-93;;
Excess;excess-94;;
Excess;excess-95;;
Excess;excess-96;;
Excess;excess-97;;
Excess;excess-98;;
Excess;excess-99;;
Excess+Formby Cracking Group;excess_fcg-01;;
Excess [XS];exc_uk-01;;
Excess [XS];exc_uk-02;;
Excess [XS];exc_uk-03;;
Excess [XS];exc_uk-04;;
Excess [XS];exc_uk-05;;
Excess [XS];exc_uk-06;;
Excess [XS];exc_uk-07;;
Executor;executor-01;;
Exile;exile-01;20/10/87;
Exile;exile-02;7-17-89;
Exile;exile-03;;
Exile (HU);exile_hu-01;;
Exile (HU);exile_hu-02;;
Exile (HU);exile_hu-03;;
Exile (HU);exile_hu-04;;
Exile (HU);exile_hu-05;;
Exile (HU);exile_hu-06;;
Exile (HU);exile_hu-07;;
Exile (HU);exile_hu-08;;
Exile (HU);exile_hu-09;;
Exile (HU);exile_hu-10;;
Exile (HU);exile_hu-11;;
Exile (HU);exile_hu-12;;
Exile (HU);exile_hu-13;;
Exile (HU);exile_hu-14;;
Exile (HU);exile_hu-15;;
Exiles;exiles-01;;
Excel [EXL];exl-01;;
Excel [EXL];exl-02;;
Exodus;exodus-01;02/28/90;
Exodus;exodus-02;5/16/89;
Exodus;exodus-03;;
Exodus;exodus-04;;
Exodus;exodus-05;12/20/90;
Exodus;exodus-06;;
Exodus;exodus-07;;
Exodus;exodus-08;;
Exodus;exodus-09;;
Exodus;exodus-10;;
Exodus;exodus-11;;
Exodus;exodus-12;;
Exodus;exodus-13;;
Exodus;exodus-14;;
Exodus;exodus-15;;
Exodus;exodus-16;;
Exodus;exodus-17;;
Exodus;exodus-18;;
Exodus;exodus-19;;
Exodus;exodus-20;;
Expect;expect-01;;
The Expert Group [TEG];expertgroup-01;;
The Experts;experts-01;;
The Explorers;explorers-01;1987;
The Explorers;explorers-02;21-4-87;
The Explorers;explorers-03;;
The Explorers;explorers-04;;
Extacy;extacy-01;;
Extacy;extacy-02;;
Extacy;extacy-03;;
Extacy;extacy-04;;
Extacy;extacy-05;;
Extacy;extacy-06;;
Extacy;extacy-07;;
Extacy;extacy-08;;
Extacy;extacy-09;;
Extacy;extacy-10;;
Extacy;extacy-11;;
Extacy;extacy-12;;
Extacy;extacy-13;;
Extacy;extacy-14;;
Extacy;extacy-15;;
Extacy;extacy-16;;
Extacy;extacy-17;;
Extacy;extacy-18;;
Extacy;extacy-19;;
Extacy;extacy-20;;
Extacy;extacy-21;;
Extacy;extacy-22;;
Extacy;extacy-23;;
Extacy;extacy-24;;
Extacy;extacy-25;;
Extacy;extacy-26;;
Extacy;extacy-27;;
Extacy;extacy-28;;
Extacy;extacy-29;;
Extacy;extacy-30;;
Extacy;extacy-31;;
Extacy;extacy-32;;
Extacy;extacy-33;;
Extacy;extacy-34;;
Extacy;extacy-35;;
Extacy;extacy-36;;
Extacy;extacy-37;;
Extacy;extacy-38;;
Extacy;extacy-39;;
Extacy;extacy-40;;
Extacy;extacy-41;;
Extacy;extacy-42;;
Extacy;extacy-43;;
Extacy;extacy-44;;
Extacy;extacy-45;;
Extacy;extacy-46;;
Extacy;extacy-47;;
Extacy;extacy-48;;
Extacy;extacy-49;;
Extacy;extacy-50;;
Extacy;extacy-51;;
Extasy;extasy-01;;
Extasy;extasy-02;;
Extasy;extasy-03;;
Extasy;extasy-04;;
Extasy;extasy-05;;
Extasy;extasy-06;;
Extasy;extasy-07;;
Extasy;extasy-08;;
Extend;extend-01;19.11.90;
Extend;extend-02;;
Extend;extend-03;;
Extend;extend-04;;
Extend;extend-05;;
Extend;extend-06;;
Extreme;extreme-01;;
Extreme;extreme-02;;
Extreme;extreme-03;;
Extreme;extreme-04;;
Extreme;extreme-05;;
Extreme;extreme-06;;
Extreme;extreme-07;;
Extreme;extreme-08;;
Exult;exult-01;;
Laxity+Fantastic 4 Cracking Group;f4cg-01;;
Fantastic 4 Cracking Group [F4CG];f4cg-02;;
Fantastic 4 Cracking Group [F4CG];f4cg-03;27.12.98;
Fantastic 4 Cracking Group [F4CG];f4cg-04;;
Fantastic 4 Cracking Group [F4CG];f4cg-05;1992;
Fantastic 4 Cracking Group [F4CG];f4cg-06;1998;
Fantastic 4 Cracking Group [F4CG];f4cg-07;;
Fantastic 4 Cracking Group [F4CG];f4cg-08;1997;
Fantastic 4 Cracking Group [F4CG];f4cg-09;;
Fantastic 4 Cracking Group [F4CG];f4cg-10;5.1.95;
Fantastic 4 Cracking Group [F4CG];f4cg-11;;
Fantastic 4 Cracking Group [F4CG];f4cg-12;1997;
Fantastic 4 Cracking Group [F4CG];f4cg-13;;
Fantastic 4 Cracking Group [F4CG];f4cg-14;;
Fantastic 4 Cracking Group [F4CG];f4cg-15;;
Fantastic 4 Cracking Group [F4CG];f4cg-16;1997;
Fantastic 4 Cracking Group [F4CG];f4cg-17;;
Fantastic 4 Cracking Group [F4CG];f4cg-18;;
Fantastic 4 Cracking Group [F4CG];f4cg-19;20/08/94;
Fantastic 4 Cracking Group [F4CG];f4cg-20;1994;
Fantastic 4 Cracking Group [F4CG];f4cg-21;32/9/3801;
Fantastic 4 Cracking Group [F4CG];f4cg-22;;
Fantastic 4 Cracking Group [F4CG];f4cg-23;;
Fantastic 4 Cracking Group [F4CG];f4cg-24;1989;
Fantastic 4 Cracking Group [F4CG];f4cg-25;94.04.04;
Fantastic 4 Cracking Group [F4CG];f4cg-26;;
Fantastic 4 Cracking Group [F4CG];f4cg-27;;
Fantastic 4 Cracking Group [F4CG];f4cg-28;;
Fantastic 4 Cracking Group [F4CG];f4cg-29;;
Fantastic 4 Cracking Group [F4CG];f4cg-30;;
Fantastic 4 Cracking Group [F4CG];f4cg-31;;
Fantastic 4 Cracking Group [F4CG];f4cg-32;24.01.99;
Fantastic 4 Cracking Group [F4CG];f4cg-33;;
Fantastic 4 Cracking Group [F4CG];f4cg-34;;
Fantastic 4 Cracking Group [F4CG];f4cg-35;04-21-89;
Fantastic 4 Cracking Group [F4CG];f4cg-36;;
Fantastic 4 Cracking Group [F4CG];f4cg-37;;
Fantastic 4 Cracking Group [F4CG];f4cg-38;;
Fantastic 4 Cracking Group [F4CG];f4cg-39;;
Fantastic 4 Cracking Group [F4CG];f4cg-40;;
Fantastic 4 Cracking Group [F4CG];f4cg-41;;
Fantastic 4 Cracking Group [F4CG];f4cg-42;;
Fantastic 4 Cracking Group [F4CG];f4cg-43;;
Fantastic 4 Cracking Group [F4CG];f4cg-44;;
Fantastic 4 Cracking Group [F4CG];f4cg-45;;
Fantastic 4 Cracking Group [F4CG];f4cg-46;;
Fantastic 4 Cracking Group [F4CG];f4cg-47;;
Fantastic 4 Cracking Group [F4CG];f4cg-48;;
Fantastic 4 Cracking Group [F4CG];f4cg-49;;
Fantastic 4 Cracking Group [F4CG];f4cg-50;;
Fantastic 4 Cracking Group [F4CG];f4cg-51;;
Fantastic 4 Cracking Group+5211;f4cg_5211-01;;
Fantastic 4 Cracking Group+5211;f4cg-52;;
Fantastic 4 Cracking Group+5211;f4cg-53;;
Fantastic 4 Cracking Group+5211;f4cg-54;;
Fantastic 4 Cracking Group+5211;f4cg-55;;
Fantastic 4 Cracking Group+5211;f4cg-56;;
Fantastic 4 Cracking Group+5211;f4cg-57;;
Fantastic 4 Cracking Group+5211;f4cg-58;;
Fantastic 4 Cracking Group+5211;f4cg-59;;
Fantastic 4 Cracking Group+5211;f4cg-60;;
Fantastic 4 Cracking Group+5211;f4cg-61;;
Fantastic 4 Cracking Group+5211;f4cg-62;;
Fantastic 4 Cracking Group+5211;f4cg-63;;
Fantastic 4 Cracking Group+5211;f4cg-64;;
Fantastic 4 Cracking Group+5211;f4cg-65;;
Fantastic 4 Cracking Group+5211;f4cg-66;;
Fantastic 4 Cracking Group+5211;f4cg-67;;
Fantastic 4 Cracking Group+5211;f4cg-68;;
Fantastic 4 Cracking Group+5211;f4cg-69;;
Fantastic 4 Cracking Group+5211;f4cg-70;;
Fantastic 4 Cracking Group+5211;f4cg-71;;
Fantastic 4 Cracking Group+5211;f4cg-72;;
Fantastic 4 Cracking Group+5211;f4cg-73;;
Fantastic 4 Cracking Group+5211;f4cg-74;;
Fantastic 4 Cracking Group+5211;f4cg-75;;
Fantastic 4 Cracking Group+5211;f4cg-76;;
Fantastic 4 Cracking Group+5211;f4cg-77;;
Fantastic 4 Cracking Group+5211;f4cg-78;;
Fantastic 4 Cracking Group+5211;f4cg-79;;
Fantastic 4 Cracking Group+5211;f4cg-80;;
Fantastic 4 Cracking Group+5211;f4cg-81;;
Fantastic 4 Cracking Group+5211;f4cg-82;;
Fantastic 4 Cracking Group+5211;f4cg-83;;
Fantastic 4 Cracking Group+5211;f4cg-84;;
Fantastic 4 Cracking Group+5211;f4cg-85;;
Fantastic 4 Cracking Group+5211;f4cg-86;;
Fantastic 4 Cracking Group+5211;f4cg-87;;
Fantastic 4 Cracking Group+5211;f4cg-88;;
Fantastic 4 Cracking Group+5211;f4cg-89;;
Fantastic 4 Cracking Group+5211;f4cg-90;;
Fantastic 4 Cracking Group+5211;f4cg-91;;
Fantastic 4 Cracking Group+5211;f4cg-92;;
Fantastic 4 Cracking Group+5211;f4cg-93;;
Fantastic 4 Cracking Group+5211;f4cg-94;;
Fantastic 4 Cracking Group+5211;f4cg-95;;
Federation Against ACE;faa-01;;
Faayd;faayd-01;;
Legend+Federation Against Copyright;fac-01;;
Federation Against Copyright [FAC];fac-02;;
Federation Against Copyright [FAC];fac-03;;
Federation Against Copyright [FAC];fac-04;;
Federation Against Copyright [FAC];fac-05;;
Federation Against Copyright [FAC];fac-06;;
Federation Against Copyright [FAC];fac-07;;
Federation Against Copyright [FAC];fac-08;14.11.1987;
Federation Against Copyright [FAC];fac-09;;
Federation Against Copyright [FAC];fac-10;;
Federation Against Copyright [FAC];fac-11;;
Federation Against Copyright [FAC];fac-12;;
Federation Against Copyright [FAC];fac-13;;
Federation Against Copyright [FAC];fac-14;;
Federation Against Copyright [FAC];fac-15;;
Federation Against Copyright [FAC];fac-16;;
Federation Against Copyright [FAC];fac-17;;
Federation Against Copyright [FAC];fac-18;;
Federation Against Copyright [FAC];fac-19;;
Federation Against Copyright [FAC];fac-20;;
Federation Against Copyright [FAC];fac-21;;
Faces;faces-01;;
Faces;faces-02;;
Faces;faces-03;;
Faces;faces-04;;
Faces;faces-05;;
Faces;faces-06;;
Faces;faces-07;;
Faces;faces-08;;
Faces;faces-09;;
Faces;faces-10;;
Faces;faces-11;;
Faces;faces-12;;
Faces;faces-13;;
Faces;faces-14;;
Faces;faces-15;;
Federation Against Copyright+Headbanger;fac_hb-01;;
Federation Against Copyright+Radwar Enterprises;fac_rwe-01;;
Federation Against Copyright+Radwar Enterprises;fac_rwe-02;;
Federation Against Copyright+Radwar Enterprises;fac_rwe-03;;
Federation Against Copyright+Radwar Enterprises;fac_rwe-04;;
Federation Against Copyright+Radwar Enterprises;fac_rwe-05;;
Faction;faction-01;;
The Federation Against Copyright+Last Science;fac_tls-01;;
Fast and Illegal [FAIL];fail-01;;
Fast and Illegal [FAIL];fail-02;;
Faith;faith-01;;
Faith;faith-02;;
Faith;faith-03;;
Faith;faith-04;;
Faith;faith-05;;
Faith;faith-06;;
Faith;faith-07;;
Faith;faith-08;;
Faith;faith-09;;
Falcon;falcon-01;21.07.89;
Falcon;falcon-02;;
Falcon;falcon-03;;
Falcon;falcon-04;;
Falcon;falcon-05;;
Falcon;falcon-06;;
Falcon;falcon-07;;
Falcon;falcon-08;;
Fame (US);fame_us-01;;
Famine;famine-01;;
Fanatic Cracker Guy;fanaticguy-01;;
Fantasia [FTS];fantasia-01;;
Fantasia [FTS];fantasia-02;;
Fantastics;fantastics-01;10.09.1990;
Fantasy;fantasy-01;05/25/89;
Fantasy;fantasy-02;04/17/90;
Fantasy;fantasy-03;17/9/0;
Fantasy;fantasy-04;;
Fantasy;fantasy-05;;
Fantasy;fantasy-06;;
Fantasy;fantasy-07;;
Fantasy;fantasy-08;;
Fantasy;fantasy-09;;
Fantasy;fantasy-10;;
Fantasy;fantasy-11;;
Fantasy;fantasy-12;;
Fantasy;fantasy-13;;
Fantasy;fantasy-14;;
Fantasy;fantasy-15;;
Fantasy;fantasy-16;;
Fantasy;fantasy-17;;
Fantasy;fantasy-18;;
Fantasy;fantasy-19;;
Fantasy+Doughnut Cracking Service;fantasy_dcs-01;;
Fantasy (DE);fantasy_de-01;;
Fantasy (DE);fantasy_de-02;;
Fart;fart-01;;
Fart;fart-02;;
Fastest Australian Supply Team [FAST];fast-01;;
Fate;fate-01;;
Fatum;fatum-01;;
Fatum;fatum-02;;
Fatum;fatum-03;;
Fatum;fatum-04;;
Fatum;fatum-05;;
Fatum;fatum-06;;
Fatum;fatum-07;;
Fatum;fatum-08;;
Fatum;fatum-09;;
Fatum;fatum-10;;
Fatum;fatum-11;;
Fatum;fatum-12;;
Fatum;fatum-13;;
Fatum;fatum-14;;
Fatum;fatum-15;;
Fatum;fatum-16;;
Fatum;fatum-17;;
Fatum;fatum-18;;
Fatum;fatum-19;;
Fatum;fatum-20;;
Fatum;fatum-21;;
Fatum;fatum-22;;
Fatum;fatum-23;;
FAW;faw-01;;
Faze 7;faze7-01;;
Fabulous Breakin' Group [FBG];fbg-01;;
FBI Crew;fbi-01;;
FBI Crew;fbi-02;;
FBI Crew;fbi-03;;
FBI Crew;fbi-04;;
FBI Crew;fbi-05;;
FBI Crew;fbi-06;;
FBI Crew;fbi-07;;
FBI Crew;fbi-08;;
FBI Crew;fbi-09;;
FBI Crew;fbi-10;;
FBI Crew;fbi-11;;
FBI Crew;fbi-12;;
FBI Crew;fbi-13;;
FBI Crew;fbi-14;;
FBI Crew+Quality;fbi_quality-01;;
FBI Crew+Quality;fbi_quality-02;;
Fucked Beyond Repair [FBR];fbr-01;;
Fucked Beyond Repair [FBR];fbr-02;;
Fucked Beyond Repair [FBR];fbr-03;11/4/88;
Fucked Beyond Repair [FBR];fbr-04;10/8/88;
Fucked Beyond Repair [FBR];fbr-05;1989;
Fucked Beyond Repair [FBR];fbr-06;;
Fucked Beyond Repair [FBR];fbr-07;;
Fucked Beyond Repair [FBR];fbr-08;;
Fucked Beyond Repair [FBR];fbr-09;;
Fucked Beyond Repair [FBR];fbr-10;;
Fucked Beyond Repair [FBR];fbr-11;12/19/87;
Fucked Beyond Repair [FBR];fbr-12;07/08/88;
Fucked Beyond Repair [FBR];fbr-13;08/23/89;
Fucked Beyond Repair [FBR];fbr-14;07/10/87;
Fucked Beyond Repair [FBR];fbr-15;;
Fucked Beyond Repair [FBR];fbr-16;;
Fucked Beyond Repair [FBR];fbr-17;2001;
Fucked Beyond Repair [FBR];fbr-18;04/17/87;
Fucked Beyond Repair [FBR];fbr-19;2001;
Fucked Beyond Repair [FBR];fbr-20;1987;
Fucked Beyond Repair [FBR];fbr-21;4/23/88;
Fucked Beyond Repair [FBR];fbr-22;04/21/87;
Fucked Beyond Repair [FBR];fbr-23;04/08/87;
Fucked Beyond Repair [FBR];fbr-24;;
Fucked Beyond Repair [FBR];fbr-25;;
Fucked Beyond Repair [FBR];fbr-26;;
Fucked Beyond Repair [FBR];fbr-27;;
Fucked Beyond Repair [FBR];fbr-28;;
Fucked Beyond Repair [FBR];fbr-29;;
Fucked Beyond Repair [FBR];fbr-30;;
Fucked Beyond Repair [FBR];fbr-31;;
Fucked Beyond Repair [FBR];fbr-32;;
Fucked Beyond Repair [FBR];fbr-33;;
Fucked Beyond Repair [FBR] (DE);fbr_de-01;;
Fucked Beyond Repair [FBR] (DE);fbr_de-02;;
Fucked Beyond Repair [FBR] (DE);fbr_de-03;;
Fucked Beyond Repair [FBR] (DE);fbr_de-04;;
The Future Crew [TFC];fc-01;;
The Future Crew [TFC];fc-02;;
Finnish Cracker's Association [FCA];fca-01;;
FCB;fcb-01;;
Fantastic Cracking Company 2010 [FCC];fcc2010-01;;
Fantastic Cracking Company 2010 [FCC];fcc2010-02;;
Fantastic Cracking Company 2010 [FCC];fcc2010-03;;
Fantastic Cracking Company 2010 [FCC];fcc2010-04;;
Fantastic Cracking Company 2010 [FCC];fcc2010-05;;
Fantastic Cracking Company 2010 [FCC];fcc2010-06;;
Fantastic Cracking Company 2010 [FCC];fcc2010-07;;
Fantastic Cracking Company 2010 [FCC];fcc2010-08;;
Fantastic Cracking Company 2010 [FCC];fcc2010-09;;
Fast Cracking Duo [FCD];fcd-01;;
Fresh+Century;f_cen-01;;
Fresh+Century;f_cen-02;;
Fresh+Century;f_cen-03;;
WIB+Flash Cracking Group;fcg-01;;
Flash Cracking Group [FCG];fcg-02;;
Flash Cracking Group [FCG];fcg-03;;
Flash Cracking Group [FCG];fcg-04;;
Flash Cracking Group [FCG];fcg-05;;
Flash Cracking Group [FCG];fcg-06;;
Flash Cracking Group [FCG];fcg-07;;
Flash Cracking Group [FCG];fcg-08;;
Flash Cracking Group [FCG];fcg-09;;
Flash Cracking Group [FCG];fcg-10;;
Flash Cracking Group [FCG];fcg-11;;
Flash Cracking Group [FCG];fcg-12;;
Flash Cracking Group [FCG];fcg-13;;
Flash Cracking Group [FCG];fcg-14;;
Flash Cracking Group [FCG];fcg-15;;
Flash Cracking Group [FCG];fcg-16;;
Flash Cracking Group [FCG];fcg-17;;
FCG (DE);fcgde-01;;
First Cracking Girls Group [FCG];fcgirls-01;;
Frankenstein Cracking Service [FCS];f_c_s-01;;
Fantasy Cracking Service [FCS];fcs-01;;
Frankenstein Cracking Service [FCS];f_c_s-02;;
Fantasy Cracking Service [FCS];fcs-02;;
Frankenstein Cracking Service [FCS];f_c_s-03;;
Fantasy Cracking Service [FCS];fcs-03;;
Fantasy Cracking Service [FCS];fcs-04;;
Fantasy Cracking Service [FCS];fcs-05;;
Fantasy Cracking Service [FCS];fcs-06;;
Fantasy Cracking Service [FCS];fcs-07;;
Fantasy Cracking Service [FCS];fcs-08;;
Fantasy Cracking Service [FCS];fcs-09;;
Fantasy Cracking Service [FCS];fcs-10;;
Fantasy Cracking Service [FCS];fcs-11;;
Fantasy Cracking Service [FCS];fcs-12;04.09.87;
Fantasy Cracking Service [FCS];fcs-13;;
Fantasy Cracking Service [FCS];fcs-14;;
Fantasy Cracking Service [FCS];fcs-15;;
Fantasy Cracking Service [FCS];fcs-16;;
Fantasy Cracking Service [FCS];fcs-17;;
Fantasy Cracking Service [FCS];fcs-18;;
Fantasy Cracking Service [FCS];fcs-19;8/21/69;
Fantasy Cracking Service [FCS];fcs-20;;
Fantasy Cracking Service [FCS];fcs-21;;
Fantasy Cracking Service [FCS];fcs-22;;
Fantasy Cracking Service [FCS];fcs-23;;
Fantasy Cracking Service [FCS];fcs-24;;
Fantasy Cracking Service [FCS];fcs-25;;
Fantasy Cracking Service+Future Division;fcs_fd-01;;
Foreshadow Cracking Team [FCT];f_c_t-01;;
Flex Cracking Team [FCT];fct-01;;
Foreshadow Cracking Team [FCT];f_c_t-02;;
The Future Division [FD];fd-01;;
The Future Division [FD];fd-02;;
Future Division+German Cracking Cooperation;fd_gcc-01;02/03/1988;
New Life [NL];fe-01;;
New Life [NL];fe-02;;
Fire Eagle [FE];fe-03;;
Fire Eagle [FE];fe-04;;
Fire Eagle [FE];fe-05;;
Fire Eagle [FE];fe-06;;
Fear;fear-01;;
Fear;fear-02;;
Fear;fear-03;;
Fear;fear-04;;
Fear;fear-05;;
Fear;fear-06;;
Fear;fear-07;;
Federal Cracking Crew [FCC];fedcc-01;;
Federal Cracking Crew [FCC];fedcc-02;;
Federal Cracking Crew [FCC];fedcc-03;;
Fire Eagle+Genesis Project;fe_gp-01;;
Fire Eagle+Genesis Project;fe_gp-02;1988;
Fire Eagle+Genesis Project;fe_gp-03;;
Fire Eagle+Genesis Project;fe_gp-04;;
Fire Eagle+Genesis Project;fe_gp-05;;
Fire Eagle+Genesis Project;fe_gp-06;;
Fire Eagle+Genesis Project;fe_gp-07;;
Fire Eagle+Genesis Project;fe_gp-08;;
Fire Eagle+Genesis Project;fe_gp-09;;
Fire Eagle+Genesis Project;fe_gp-10;;
Fellows;fellows-01;;
Fellows;fellows-02;;
Felsental;felsental-01;;
Felsental;felsental-02;;
The Fantastic Four [TFF];ff-01;;
Offence;ff-02;;
Fresh Force Group [FFG];ffg-01;;
Flash Incorporated [FHI];fhi-01;;
Flash Incorporated [FHI];fhi-02;;
Flash Incorporated [FHI];fhi-03;;
Fiasko;fiasko-01;;
Fiesta Games;fiesta-01;;
Filth+Softbusters;filth_sbs-01;;
Final Cracking Crew [FCC];finalcc-01;;
The Final Destruction [TFD];findes-01;;
Spitfire 2000;fire-01;;
The Fire Force [TFF];fireforce-01;;
Firefox;firefox-01;;
Fast Importing Service [FIS];fis-01;;
Federation for Illegal Software Spreading [FISS];fiss-01;;
Flame;flame-01;;
Flame;flame-02;;
Flash (CH);flash_ch-01;;
Flash Productions [#1];flashprod-01;;
Flash Productions [#1];flashprod-02;;
Flash Productions [#1];flashprod-03;;
Flash Productions [#1];flashprod-04;;
Flash Productions [#1];flashprod-05;;
Flashtro;flashtro-01;;
Reflex (DE);flex-01;;
Reflex (DE);flex-02;04/8/9;
Team Flexible;flexible-01;;
Florasoft;florasoft-01;;
Florasoft;florasoft-02;;
Florasoft;florasoft-03;;
Florasoft;florasoft-04;;
Florasoft;florasoft-05;;
Florasoft;florasoft-06;;
Florasoft;florasoft-07;;
Triad+Fairlight;flt-01;21.11.87;
Fairlight [FLT];flt-02;;
Fairlight [FLT];flt-03;;
Fairlight [FLT];flt-04;1987;
Fairlight [FLT];flt-05;;
Fairlight [FLT];flt-06;;
Fairlight [FLT];flt-07;;
Fairlight [FLT];flt-08;;
Fairlight [FLT];flt-09;1998.06.14;
Fairlight [FLT];flt-10;;
Fairlight [FLT];flt-11;;
Fairlight [FLT];flt-12;46-8-3845;
Fairlight [FLT];flt-13;;
Fairlight [FLT];flt-14;;
Fairlight [FLT];flt-15;;
Fairlight [FLT];flt-16;;
Fairlight [FLT];flt-17;;
Fairlight [FLT];flt-18;;
Fairlight [FLT];flt-19;;
Fairlight [FLT];flt-20;;
Fairlight [FLT];flt-21;;
Fairlight [FLT];flt-22;;
Fairlight [FLT];flt-23;;
Fairlight [FLT];flt-24;;
Fairlight [FLT];flt-25;;
Fairlight [FLT];flt-26;;
Fairlight [FLT];flt-27;;
Fairlight [FLT];flt-28;;
Fairlight [FLT];flt-29;;
Fairlight [FLT];flt-30;;
Fairlight [FLT];flt-31;;
Fairlight [FLT];flt-32;;
